iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,location,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,gtype,grace,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ransom,ransomamt
2001,2,20,United States,California,Visalia,36.33377,-119.292914,,1,0,7,Facility/Infrastructure Attack,1,Business,9,Farm/Ranch,Delta & Pine Land Company,"A cotton gin owned by the Delta & Pine Land Company in Visalia, California",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
2001,3,2,United States,New York,New York City,40.764357,-73.923462,,0,0,3,Bombing/Explosion,1,Business,5,Industrial/Textiles/Factory,Shaller & Weber Meatpackers,"Delivery Trucks belonging to Shaller & Weber Meatpackers in Astoria, New York",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),135,,,
2001,3,30,United States,Oregon,Eugene,44.043266,-123.061512,"at the Romania Chevrolet Truck Center lot at 1425 Walnut Street in Eugene, OR",1,0,7,Facility/Infrastructure Attack,1,Business,4,Multinational Corporation,Romania Chevrolet Truck Center,sport utility vehicles at the Romania Chevrolet Truck Center lot,217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,"more than 20 two-gallon containers filled with gasoline and sheets of cloth soaked in gasoline, joining the vehicles",0,0,0,0,0,0,1,3,Minor (likely < $1 million),959000,destroyed 35 SUVs,0,
2001,4,4,United States,Minnesota,Albertville,45.238255,-93.65305,,0,0,7,Facility/Infrastructure Attack,1,Business,4,Multinational Corporation,Nike Corporation,"A Nike outlet in Alberteville, Minnesota",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,Milk jugs filled with gasoline were used in the attack.,0,0,0,0,0,0,0,,,,,,
2001,4,5,United States,Washington,Arlington,48.194295,-122.126414,,1,0,7,Facility/Infrastructure Attack,1,Business,5,Industrial/Textiles/Factory,National Food Corporation,"National Food Corporation, egg-processing plant in Arlington, Washington",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),1500000,,0,
2001,4,15,United States,Oregon,Portland,45.511795,-122.675629,,1,0,7,Facility/Infrastructure Attack,1,Business,5,Industrial/Textiles/Factory,Ross Island Sand & Gravel Company,"Three cement mixing trucks belonging to the Ross Island Sand & Gravel Company in Portland, Oregon",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,Four containers of gasoline were lit via a time device.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),210000,,,
2001,5,21,United States,Oregon,Clatskanie,46.103654,-123.204304,"at Jefferson Poplar Farm at 79114 Collins Road five miles north of Clatskanie, OR",1,0,7,Facility/Infrastructure Attack,1,Business,9,Farm/Ranch,Jefferson Poplar Farms,"buildings and vehicles at a farm which harvested hybrid poplar and cottonwood trees to be used in the manufacture of paper, outside Clatskanie, OR",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,"buckets of fuel, timing devices, and gasoline-soaked cloth sheets to connect the vehicles",0,0,0,0,0,0,1,3,Minor (likely < $1 million),994412,"destroyed two buildings, a trailer, and 18 vehicles",0,
2001,5,21,United States,Washington,Seattle,47.655335,-122.30352,"at the Horticulture Center at the University of Washington in Seattle, WA",1,0,7,Facility/Infrastructure Attack,8,Educational Institution,48,Teacher/Professor/Instructor,University of Washington Center for Urban Horticulture,"office of Professor Bradshaw at Merrill Hall, housing the University of Washington's Center for Urban Horticulture",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,Five-gallon containers filled with gasoline and electronic timers,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),3312434,destroyed building,0,
2001,6,1,United States,Oregon,Estacada,45.285772,-122.334678,,1,0,7,Facility/Infrastructure Attack,1,Business,5,Industrial/Textiles/Factory,Ray Schoppert Logging Company,"Logging trucks belonging to Ray Schoppert Logging Company in Estacada, Oregon",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,Milk jugs filled with gasoline were used to start the fire.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,,,
2001,6,12,United States,Arizona,Pima County Estates,32.345634,-110.943212,,1,0,7,Facility/Infrastructure Attack,1,Business,12,Construction,Pima Canyon Estates,"four private luxury homes under construction in Pima Canyon Estates, outside Tucson, AZ",217,United States,Coalition to Save the Preserves (CSP),Ecoterror,NA,8,Incendiary,ignition device,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),2000000,four luxury homes damaged/destroyed,0,
2001,7,24,United States,Nevada,Stateline,38.962408,-119.939903,,1,0,7,Facility/Infrastructure Attack,1,Business,8,Hotel/Resort,Heavenly Valley Ski Resort,"gondola transportation system at Heavenly Valley Ski Resort in Stateline, NV",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,11,Sabotage Equipment,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2000,,0,
2001,9,8,United States,Arizona,Tucson,32.222232,-110.925752,,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,McDonalds Corporation,"A McDonalds restaurant in Tucson, Arizona",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500000,,,
2001,9,20,United States,New Mexico,Alamogordo,32.89925,-105.960323,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,81,Museum/Cultural Center/Cultural House,White Sands Research Center,The White Sands Research Center in Alamogordo,217,United States,Animal Liberation Front (ALF),Ecoterror,NA,6,Explosives/Bombs/Dynamite,,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),1000000,,,
2001,10,15,United States,California,Litchfield,40.38146,-120.383169,"at the Litchfield Wild Horse and Burro Facility  off of US Highway 395 in Litchfield, CA",1,0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,Bureau of Land Management,"Bureau of Land Management Wild Horse Corrals in Litchfield, CA",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,"Four incendiary devices, each consisting of a five-gallon plastic bucket which contained a mixture of gasoline and a heavy petroleum distillate, coupled with sophisticated delayed igniters with redundant dual timers. The timers were made of an electronic alarm clock functioning to complete an electric circuit between a 9-volt battery and a rocket igniter. The igniter was placed between matches surrounding a road flare. The road flare was on a lid above the bucket of fuel and served to ignite it.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),207497,destroyed barn,0,
2001,11,5,United States,Michigan,Houghton,47.117051,-88.544531,,0,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Michigan Technological University,U.S. Forest Service Engineering Laboratory,217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,"An incendiary device made of combustible liquids, ignition sources and timing device",0,0,0,0,0,0,0,,,,,0,
2001,11,5,United States,Michigan,Houghton,47.12186,-88.570024,,0,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Michigan Technological University,U.J. Noblet Forestry Building,217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,"An incendiary device made of combustible liquids, ignition sources and timing device",0,0,0,0,0,0,0,,,,,0,
2002,1,26,United States,Minnesota,St. Paul,44.943829,-93.093326,,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,University of Minnesota at St. Paul,A construction site of the Microbial and Plant Genomics Research Center at University of Minnesota at St. Paul,217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),250000,"Initial estimate of damage value was $250,000 but it could be as high as $1,000,000",,
2002,3,24,United States,Pennsylvania,Erie,42.129445,-80.085239,"at bridge and highway construction site over Wintergreen Gorge in Erie, PA",1,0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,construction site for $31 million State highway project,"crane at construction site for $31 million State highway project in Erie, PA",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500000,torched construction crane,0,
2002,5,3,United States,Indiana,Bloomington,39.16659,-86.534244,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Sims Poultry,"A Sims Poultry truck in Bloomington, Indiana",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
2002,7,10,United States,Washington,Seattle,47.60356,-122.329439,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,76,House/Apartment/Residence,Civilians,"The Marsh Apartment Buildings in Seattle, Washington",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,6,Explosives/Bombs/Dynamite,Smoke bombs were used in the attack.,0,0,0,0,0,0,0,,,,,,
2002,8,11,United States,Pennsylvania,Irvine,41.839226,-79.268381,"at the U.S. Forest Service Northeast Research Station in Irvine, PA",1,0,7,Facility/Infrastructure Attack,2,Government (General),21,Government Building/Facility/Office,U.S. Forest Service Northeast Research Station,"U.S. Forest Service Northeast Research Station in Irvine, PA",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),700000,,0,
2002,8,18,United States,Michigan,Ann Arbor,42.280826,-83.743038,"at a house near Frains Lake Road in Washtenaw County, MI",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76,House/Apartment/Residence,private residence,"private residence nearing completion of construction, near Frains Lake Road in Washtenaw County, MI",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),600000,,0,
2002,9,2,United States,Michigan,Plymouth,42.37199,-83.467919,"The incident occurred at a house on Old Oak Drive in Washtenaw County, MI",1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,76,House/Apartment/Residence,private residence,"private residence under construction, on Old Oak Drive in Washtenaw County, MI",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,home destroyed,0,
2002,9,21,United States,Virginia,Richmond,37.5407,-77.433654,,0,0,7,Facility/Infrastructure Attack,1,Business,12,Construction,Local Construction Company,"A crane at building site in Richmond, Virginia",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,The perpetrators attempted to use Kerosene soaked American flags to ignite the fuel tanks of a construction crane.,0,0,0,0,0,0,0,,,,,,
2002,11,26,United States,Pennsylvania,Erie,42.129445,-80.085239,,1,0,7,Facility/Infrastructure Attack,1,Business,9,Farm/Ranch,Midnick Brothers Mink Farm,"The Midnick Brothers Mink Farm in Eerie, Pennsylvania",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,A barn was destroyed in the attack.,,
2003,1,1,United States,Pennsylvania,Girard,42.001804,-80.315408,,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,Bob Feranno Ford Lincoln Mercury Dealership,"The Bob Feranno Ford Lincoln Mercury Dealership in Girard, Pennsylvania",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,The perpetrators started the fires using jugs of gasoline.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),90000,,,
2003,1,20,United States,Washington,Seattle,47.60356,-122.329439,"at McDonald's fast food restaurant on 5th Avenue North, across from the Space needle",1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,McDonald's fast food restaurants,"McDonald's fast food restaurant across the street from the Space needle in Seattle, WA",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,several gallons of gasoline ignited,0,0,0,0,0,0,1,3,Minor (likely < $1 million),5000,,0,
2003,3,3,United States,California,Chico,39.728352,-121.837348,,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,McDonald's Corporation,"A McDonalds restaurant in Chico, California",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,"Two, one-gallon plastic milk containers filled with flammable liquid were used in the attack.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The exterior of the building was vandalized with red spray paint.,,
2003,3,10,United States,California,Chico,39.728352,-121.837348,,1,0,7,Facility/Infrastructure Attack,1,Business,2,Restaurant/Bar/CafŽ,McDonald's Corporation,"A McDonalds restaurant in Chico, California",217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"The words ""Liberation"" and ""ALF"" were spray painted on the walls.",,
2003,3,11,United States,New Mexico,Albuquerque,35.08418,-106.648639,,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/CafŽ,McDonald's Corporation,A McDonald's restaurant in Albuquerque,217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
2003,3,11,United States,New Mexico,Albuquerque,35.08418,-106.648639,,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/CafŽ,McDonald's Corporation,A McDonald's restaurant in Albuquerque,217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
2003,3,11,United States,New Mexico,Albuquerque,35.08418,-106.648639,,1,0,3,Bombing/Explosion,1,Business,2,Restaurant/Bar/CafŽ,Arby's Corporation,An Arby's restaurant in Albuquerque,217,United States,Animal Liberation Front (ALF),Ecoterror,NA,8,Incendiary,A firebomb was used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,,
2003,3,21,United States,Michigan,Ann Arbor,42.320702,-83.640432,,1,0,7,Facility/Infrastructure Attack,1,Business,12,Construction,luxury home under construction,"luxury home under construction in the Mystic Forest subdivision in Superior Township, MI",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,"completely destroyed construction of the homes, which would have been valued at $500,000 after completion",0,
2003,3,21,United States,Michigan,Ann Arbor,42.321863,-83.636152,,1,0,7,Facility/Infrastructure Attack,1,Business,12,Construction,luxury home under construction,"luxury home under construction in the Mystic Forest subdivision in Superior Township, MI",217,United States,Earth Liberation Front (ELF),Ecoterror,NA,8,Incendiary,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,"completely destroyed construction of the homes, which would have been valued at $500,000 after completion",0,
